"cmd","args","speaker","emotion","text","direction"
"","","","","",""
"t","","gibraltar","sad","#S16_MISSION_01_24","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_01","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_09","","","",""
"t","","gibraltar","angry","#S16_MISSION_01_25","r"
"","","","","",""
"t","","gibraltar","surprised","#S16_MISSION_01_26","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_02","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_07","","","",""
"t","","gibraltar","angry","#S16_MISSION_01_27","r"
"b","","mirage","neutral","#S16_MISSION_01_28","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_10 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_03","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_11","","","",""
"t","","gibraltar","sad","#S16_MISSION_01_29","r"
"","","","","",""
"t","","gibraltar","sad","#S16_MISSION_01_29_2","r"
"b","","mirage","neutral","#S16_MISSION_01_30","l"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_PhoneRings","","","",""
"c","","narrator","","#S16_MISSION_01_31",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_PhoneStatic_01","","","",""
"t","","????","fearful","#S16_MISSION_01_32","r"
"b","","gibraltar","neutral","#S16_MISSION_01_33","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_25 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_34",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_35",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_04","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_PhoneStatic_02","","","",""
"t","","????","","#S16_MISSION_01_36","r"
"b","","gibraltar","fearful","#S16_MISSION_01_37","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_05 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_HangUp","","","",""
"t","","gibraltar","neutral","#S16_MISSION_01_38","r"
"b","","mirage","happy","#S16_MISSION_01_39","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_13 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_MotorcycleDriveOff","","","",""
"c","","narrator","","#S16_MISSION_01_40",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_MotorcyclePullUp","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch01_AMB_Lakeside","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_06","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch01_Music_02","","","",""
"c","","narrator","","#S16_MISSION_01_41",""
"","","","","",""
"t","","mirage","fearful","#S16_MISSION_01_42","r"
"","","","","",""
"t","","????","","#S16_MISSION_01_42_2","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_07","","","",""
"c","","narrator","","#S16_MISSION_01_43",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_45",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_09","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_15","","","",""
"t","","gibraltar","fearful","#S16_MISSION_01_46","r"
"b","","mirage","fearful","#S16_MISSION_01_47","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_16 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_GibraltarSwimming","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch01_Music_03","","","",""
"c","","narrator","","#S16_MISSION_01_48",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_17","","","",""
"t","","mirage","surprised","#S16_MISSION_01_49","r"
"","","","","",""
"t","","mirage","surprised","#S16_MISSION_01_50","r"
"","","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch01_AMB_OnTheLake","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_18","","","",""
"t","","gibraltar","fearful","#S16_MISSION_01_51","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_TridentSinking","","","",""
"c","","narrator","","#S16_MISSION_01_52",""
"","","","","",""
"t","","mirage","neutral","#S16_MISSION_01_53","r"
"","","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch01_AMB_Lakeside","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_GibraltarSwimsBy","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch01_Music_04","","","",""
"c","","narrator","","#S16_MISSION_01_54",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_SFX_BackOnShore","","","",""
"c","","narrator","","#S16_MISSION_01_55",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_20","","","",""
"t","","gibraltar","neutral","#S16_MISSION_01_56","r"
"b","","michael","","#S16_MISSION_01_57","l"
"","","","","",""
"c","","narrator","","#S16_MISSION_01_58",""
"","","","","",""
"t","","michael","","#S16_MISSION_01_59","r"
"b","","gibraltar","neutral","#S16_MISSION_01_60","l"
"","","","","",""
"t","","michael","","#S16_MISSION_01_61","r"
"","","","","",""
"t","","michael","","#S16_MISSION_01_62","r"
"b","","gibraltar","surprised","#S16_MISSION_01_63","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_21 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_64",""
"","","","","",""
"t","","gibraltar","neutral","#S16_MISSION_01_65","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_Stinger_08","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch01_Music_05","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_22","","","",""
"t","","gibraltar","neutral","#S16_MISSION_01_66","r"
"b","","michael","","#S16_MISSION_01_67","l"
"","","","","",""
"c","","narrator","","#S16_MISSION_01_68",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_69",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_23","","","",""
"t","","mirage","happy","#S16_MISSION_01_70","r"
"","","","","",""
"t","","mirage","neutral","#S16_MISSION_01_71","r"
"b","","gibraltar","happy","#S16_MISSION_01_72","l"
"PLAYSOUND","SQ_S16_LoreText_Ch01_VO_24 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_01_NEXT",""
"string","string","string","string","string","string"
