"cmd","args","speaker","emotion","text","direction"
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageCommandWhistle","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch02_Music_03","","","",""
"c","","narrator","","#S16_MISSION_02_23",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_02","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageScopeScanFailure_1","","","",""
"t","","vantage","fearful","#S16_MISSION_02_24","r"
"","","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageWalksThroughTheExibits","","","",""
"c","","narrator","","#S16_MISSION_02_25",""
"","","","","",""
"t","","zookeeper","angry","#S16_MISSION_02_26","r"
"b","","vantage","angry","#S16_MISSION_02_27","l"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageExitsTheTank","","","",""
"c","","narrator","","#S16_MISSION_02_28",""
"","","","","",""
"t","","zookeeper","angry","#S16_MISSION_02_29","r"
"b","","vantage","surprised","#S16_MISSION_02_30","l"
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_08 BOTTOM","","","",""
"","","","","",""
"t","","zookeeper","neutral","#S16_MISSION_02_31","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_03","","","",""
"c","","narrator","","#S16_MISSION_02_32",""
"","","","","",""
"t","","zookeeper","neutral","#S16_MISSION_02_33","r"
"b","","vantage","surprised","#S16_MISSION_02_34","l"
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_09 BOTTOM","","","",""
"","","","","",""
"t","","zookeeper","surprised","#S16_MISSION_02_35","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageStruggleAndEscape","","","",""
"c","","narrator","","#S16_MISSION_02_36",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageWalksInFoyer","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch02_AMB_BatEnclosureFoyer","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_04","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch02_Music_04","","","",""
"c","","narrator","","#S16_MISSION_02_37",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_CaveDoorCloseBatsAndWind","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch02_AMB_BatEnclosure","","","",""
"c","","narrator","","#S16_MISSION_02_38",""
"","","","","",""
"c","","narrator","","#S16_MISSION_02_39",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageScopeScanFailure_2","","","",""
"c","","narrator","","#S16_MISSION_02_40",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_06","","","",""
"c","","narrator","","#S16_MISSION_02_41",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_BatAndVantageScopeScanSuccess","","","",""
"c","","narrator","","#S16_MISSION_02_42",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_07","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_10","","","",""
"t","","vantage","fearful","#S16_MISSION_02_43","r"
"","","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_02_44",""
"","","","","",""
"t","","zookeeper","neutral","#S16_MISSION_02_45","r"
"","","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch02_AMB_BatEnclosure_Neutral","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch02_Music_05","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageHandOnShoulder","","","",""
"c","","narrator","","#S16_MISSION_02_46",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_11","","","",""
"t","","vantage","fearful","#S16_MISSION_02_47","r"
"b","","zookeeper","","#S16_MISSION_02_48","l"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_EchoVoxAndGrab","","","",""
"c","","narrator","","#S16_MISSION_02_49",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_Stinger_08","","","",""
"c","","narrator","","#S16_MISSION_02_50",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_12","","","",""
"t","","vantage","sad","#S16_MISSION_02_51","r"
"","","","","",""
"t","","zookeeper","surprised","#S16_MISSION_02_52","r"
"b","","vantage","surprised","#S16_MISSION_02_53","l"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_EchoNestles","","","",""
"c","","narrator","","#S16_MISSION_02_54",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_14","","","",""
"t","","vantage","sad","#S16_MISSION_02_55","r"
"b","","zookeeper","neutral","#S16_MISSION_02_56","l"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch02_AMB_OutsideTheZoo","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_VantageLeavesTheZoo","","","",""
"c","","narrator","","#S16_MISSION_02_57",""
"","","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch02_Music_06","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_15","","","",""
"t","","echo","happy","#S16_MISSION_02_58","r"
"b","","vantage","surprised","#S16_MISSION_02_59","l"
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_16 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_EchoReturns","","","",""
"c","","narrator","","#S16_MISSION_02_60",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_17","","","",""
"t","","echo","cozy","#S16_MISSION_02_61","r"
"b","","vantage","sad","#S16_MISSION_02_62","l"
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_18 BOTTOM","","","",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch02_SFX_EchoEatsPopcorn","","","",""
"c","","narrator","","#S16_MISSION_02_63",""
"","","","","",""
"t","","person","fearful","#S16_MISSION_02_64","r"
"b","","vantage","happy","#S16_MISSION_02_65","l"
"PLAYSOUND","SQ_S16_LoreText_Ch02_VO_19 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_02_NEXT",""
"string","string","string","string","string","string"
