"cmd","args","speaker","emotion","text","direction"
"t","","drreid","neutral","#S16_MISSION_03_14","r"
"b","","newton","happy","#S16_MISSION_03_15","l"
"","","","","",""
"t","","newton","neutral","#S16_MISSION_03_16","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_SFX_NewtonPlacesBox","","","",""
"c","","narrator","","#S16_MISSION_03_17",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_SFX_DrReidPicksUpNunchaku","","","",""
"t","","drreid","neutral","#S16_MISSION_03_18","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_06","","","",""
"c","","narrator","","#S16_MISSION_03_19",""
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_20","r"
"","","","","",""
"t","","newton","neutral","#S16_MISSION_03_21","r"
"b","","drreid","neutral","#S16_MISSION_03_22","l"
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_06 BOTTOM","","","",""
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_23","r"
"b","","drreid","neutral","#S16_MISSION_03_24","l"
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_14 BOTTOM","","","",""
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_25","r"
"b","","drreid","neutral","#S16_MISSION_03_26","l"
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_07 BOTTOM","","","",""
"","","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch03_Music_04","","","",""
"t","","newton","sad","#S16_MISSION_03_27","r"
"b","","drreid","angry","#S16_MISSION_03_28","l"
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_07 BOTTOM","","","",""
"","","","","",""
"t","","newton","neutral","#S16_MISSION_03_29","r"
"","","","","",""
"t","","newton","neutral","#S16_MISSION_03_30","r"
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_31","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_08","","","",""
"c","","narrator","","#S16_MISSION_03_32",""
"","","","","",""
"c","","narrator","","#S16_MISSION_03_33",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_08","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_09","","","",""
"t","","drreid","sad","#S16_MISSION_03_34","r"
"b","","newton","neutral","#S16_MISSION_03_35","l"
"","","","","",""
"t","","drreid","angry","#S16_MISSION_03_36","r"
"b","","newton","neutral","#S16_MISSION_03_37","l"
"","","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch03_Music_05","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_10","","","",""
"c","","narrator","","#S16_MISSION_03_38",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_09","","","",""
"t","","drreid","angry","#S16_MISSION_03_39","r"
"b","","newton","sad","#S16_MISSION_03_40","l"
"","","","","",""
"t","","drreid","angry","#S16_MISSION_03_41","r"
"b","","newton","neutral","#S16_MISSION_03_42","l"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_10","","","",""
"t","","drreid","happy","#S16_MISSION_03_43","r"
"b","","newton","happy","#S16_MISSION_03_44","l"
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_45","r"
"b","","drreid","neutral","#S16_MISSION_03_46","l"
"","","","","",""
"t","","newton","happy","#S16_MISSION_03_47","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_11","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_SFX_NewtonExits","","","",""
"c","","narrator","","#S16_MISSION_03_48",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_12","","","",""
"c","","narrator","","#S16_MISSION_03_49",""
"BACKGROUND","SAID01224655687","","","",""
"","","","","",""
"BACKGROUND","SAID00863926094","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_SFX_AshBootUp_2","","","",""
"AMBIENTTRACK","SQ_S16_LoreText_Ch03_AMB_OlympusRiftDome_Close","","","",""
"c","","narrator","","#S16_MISSION_03_50",""
"","","","","",""
"MUSICTRACK","SQ_S16_LoreText_Ch03_Music_06","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_11","","","",""
"t","","ash","neutral","#S16_MISSION_03_51","r"
"b","","pathfinder","sad","#S16_MISSION_03_52","l"
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_12 BOTTOM","","","",""
"","","","","",""
"c","","narrator","","#S16_MISSION_03_53",""
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_VO_13","","","",""
"t","","ash","angry","#S16_MISSION_03_54","r"
"","","","","",""
"PLAYSOUND","SQ_S16_LoreText_Ch03_Stinger_13","","","",""
"c","","narrator","","#S16_MISSION_03_55",""
"","","","","",""
"c","","narrator","","#S16_MISSION_03_END",""
"string","string","string","string","string","string"
