"name","voice","condPlayer","condMap","alias","alwaysPlay","requireAddressee","dialogue","enableTimestamp","disableTimestamp","specialExt"
"ping_markerNo","mirage","crypto","","diag_mp_mirage_ping_markerNo_condCrypto_calm",true,false,"",0,0,""
"ping_youreWelcome","mirage","revenant","","diag_mp_mirage_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_healing   (disabled 13.0)","octane","lifeline","","diag_mp_octane_bc_healing_condLifeline_%perspective%",false,false,"",0,0,""
"//bc_iBecomeKillLeader   (disabled 13.0)","octane","lifeline","","diag_mp_octane_bc_iBecomeKillLeader_condLifeline_%perspective%",true,false,"",0,0,""
"bc_reviveThanks","octane","lifeline","","diag_mp_octane_bc_reviveThanks_condLifeline_%perspective%",true,false,"",0,0,""
"//bc_squadmateBecomesKillLeader   (disabled 13.0)","octane","lifeline","","diag_mp_octane_bc_squadmateBecomesKillLeader_condLifeline_%perspective%",false,true,"",0,0,""
"//bc_twoSquaddiesLeft   (disabled 13.0)","octane","lifeline","","diag_mp_octane_bc_twoSquaddiesLeft_condLifeline_%perspective%",false,false,"",0,0,""
"//ping_foundAccelerant   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_foundAccelerant_calm_condLifeline",false,false,"",0,0,""
"//ping_iWillJoin   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_iWillJoin_calm_condLifeline",false,false,"",0,0,""
"//ping_supplyBinExtended   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_supplyBinExtended_calm_condLifeline",false,false,"",0,0,""
"//ping_markerWantThat   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_markerWantThat_calm_condLifeline",false,false,"",0,0,""
"//ping_markerYes   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_markerYes_calm_condLifeline",true,false,"",0,0,""
"//ping_markerWait   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_markerWait_calm_condLifeline",true,false,"",0,0,""
"//ping_markerNo   (disabled 13.0)","octane","lifeline","","diag_mp_octane_ping_markerNo_calm_condLifeline",true,false,"",0,0,""
"//ping_youreWelcome   (disabled 19.0)","octane","revenant","","diag_mp_octane_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_podLeaderLaunch   (disabled post se5)","pathfinder","mirage","","diag_mp_pathfinder_bc_podLeaderLaunch_condMirage_%perspective%",false,false,"",0,0,""
"//ping_thanks   (disabled 19.0)","pathfinder","revenant","","diag_mp_pathfinder_ping_thanks_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"bc_reviveThanks","revenant","loba","","diag_mp_revenant_bc_reviveThanks_condLoba_%perspective%",true,false,"",0,0,""
"bc_revivingPlayer","revenant","loba","","diag_mp_revenant_bc_revivingPlayer_condLoba_%perspective%",true,false,"",0,0,""
"bc_squadmateBecomesKillLeader","revenant","loba","","diag_mp_revenant_bc_squadmateBecomesKillLeader_condLoba_%perspective%",true,true,"",0,0,""
"bc_twoSquaddiesLeft","revenant","loba","","diag_mp_revenant_bc_twoSquaddiesLeft_condLoba_%perspective%",true,false,"",0,0,""
"//ping_blackMarketNeutral   (disabled 19.0)","revenant","loba","","diag_mp_revenant_ping_blackMarketNeutral_calmFar_condLoba",true,false,"",0,0,""
"ping_thanks","revenant","loba","","diag_mp_revenant_ping_thanks_condLoba",true,false,"",0,0,""
"ping_youreWelcome","revenant","loba","","diag_mp_revenant_ping_youreWelcome_calm_condLoba",true,false,"",0,0,""
"//ping_youreWelcome   (disabled 13.0)","revenant","bangalore","","diag_mp_revenant_ping_youreWelcome_calm_condBangalore",true,false,"",0,0,""
"//ping_youreWelcome  (disabled for 8.0)","revenant","caustic","","diag_mp_revenant_ping_youreWelcome_calm_condCaustic",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_reviveThanks   (disabled for 9.0)","wattson","caustic","","diag_mp_wattson_bc_reviveThanks_condCaustic_%perspective%",true,false,"",0,0,""
"//bc_revivingPlayer  (disabled for 9.0)","wattson","caustic","","diag_mp_wattson_bc_revivingPlayer_condCaustic_%perspective%",true,false,"",0,0,""
"//bc_twoSquaddiesLeft   (disabled for 10.1)","wattson","caustic","","diag_mp_wattson_bc_twoSquaddiesLeft_condCaustic_%perspective%",true,false,"",0,0,""
"//ping_friendlyTrap   (disabled post se5)","wattson","caustic","","diag_mp_wattson_ping_friendlyTrap_condCaustic",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"bc_loba_black_market_friendly_took_loot_calm","loba","revenant","","diag_mp_loba_bc_blackMarketSquadLoot_condRevenant_%perspective%",true,true,"",0,0,""
"","","","","",false,false,"",0,0,""
"ping_spotShadow","loba","revenant","","diag_mp_loba_ping_spotShadow_calmFar_condRevenant_%perspective%",true,false,"",0,0,""
"bc_congratsKill","loba","revenant","","diag_mp_loba_bc_congratsKill_condRevenant_%perspective%",true,true,"",0,0,""
"bc_reviveThanks","loba","revenant","","diag_mp_loba_bc_reviveThanks_condRevenant_%perspective%",true,false,"",0,0,""
"bc_revivingPlayer","loba","revenant","","diag_mp_loba_bc_revivingPlayer_condRevenant_%perspective%",true,false,"",0,0,""
"bc_squadmateBecomesKillLeader","loba","revenant","","diag_mp_loba_bc_squadmateBecomesKillLeader_condRevenant_%perspective%",true,true,"",0,0,""
"bc_twoSquaddiesLeft","loba","revenant","","diag_mp_loba_bc_twoSquaddiesLeft_condRevenant_%perspective%",true,false,"",0,0,""
"bc_droppingCarePack","loba","revenant","","diag_mp_loba_bc_droppingCarePack_condRevenant_%perspective%",true,false,"",0,0,""
"bc_nextCircleFar","loba","revenant","","diag_mp_loba_bc_nextCircleFar_condRevenant_%perspective%",true,false,"",0,0,""
"bc_weTookFirstBlood","loba","revenant","","diag_mp_loba_bc_weTookFirstBlood_condRevenant_%perspective%",true,false,"",0,0,""
"bc_super","loba","revenant","","diag_mp_loba_bc_super_condRevenant_%perspective%",true,false,"",0,0,""
"bc_scatteredNag","loba","revenant","","diag_mp_loba_bc_scatteredNag_condRevenant_%perspective%",true,false,"",0,0,""
"bc_imJumpmaster","loba","revenant","","diag_mp_loba_bc_imJumpmaster_condRevenant_%perspective%",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"ping_iWillJoin","loba","revenant","","diag_mp_loba_ping_iWillJoin_condRevenant",true,false,"",0,0,""
"ping_markerComingToHelp","loba","revenant","","diag_mp_loba_ping_markerComingToHelp_calm_condRevenant",true,false,"",0,0,""
"ping_thanks","loba","revenant","","diag_mp_loba_ping_thanks_condRevenant",true,false,"",0,0,""
"ping_youreWelcome","loba","revenant","","diag_mp_loba_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"ping_markerYes","loba","revenant","","diag_mp_loba_ping_markerYes_calm_condRevenant",true,false,"",0,0,""
"ping_markerWait","loba","revenant","","diag_mp_loba_ping_markerWait_calm_condRevenant",true,false,"",0,0,""
"ping_markerNo","loba","revenant","","diag_mp_loba_ping_markerNo_calm_condRevenant",true,false,"",0,0,""
"//ping_youreWelcome   (disabled 20.0)","loba","bangalore","","diag_mp_loba_ping_youreWelcome_calm_condBangalore",true,false,"",0,0,""
"//ping_youreWelcome   (disabled post se5)","loba","wraith","","diag_mp_loba_ping_youreWelcome_calm_condWraith",false,false,"",0,0,""
"//ping_youreWelcome   (disabled 19.0)","loba","crypto","","diag_mp_loba_ping_youreWelcome_calm_condCrypto",false,false,"",0,0,""
"//ping_youreWelcome   (disabled post se5)","loba","pathfinder","","diag_mp_loba_ping_youreWelcome_calm_condPathfinder",true,false,"",0,0,""
"//ping_thanks   (disabled post se5)","loba","pathfinder","","diag_mp_loba_ping_thanks_condPathfinder",true,false,"",0,0,""
"ping_typeLevel4","loba","revenant","","diag_mp_loba_ping_typeLevel4_calm_condRevenant",true,false,"",0,0,""
"ping_lootingHere","loba","revenant","","diag_mp_loba_ping_lootingHere_calmFar_condRevenant",true,false,"",0,0,""
"ping_watchingHere","loba","revenant","","diag_mp_loba_ping_watchingHere_calm_condRevenant",true,false,"",0,0,""
"ping_exploreGoPlayer","loba","revenant","","diag_mp_loba_ping_exploreGoPlayer_calmFar_condRevenant",true,false,"",0,0,""
"ping_foundMulti","loba","revenant","","diag_mp_loba_ping_foundMulti_calm_condRevenant",true,false,"",0,0,""
"ping_carePackage","loba","revenant","","diag_mp_loba_ping_carePackage_calm_condRevenant",true,false,"",0,0,""
"ping_lootTick","loba","revenant","","diag_mp_loba_ping_lootTick_calmFar_condRevenant",true,false,"",0,0,""
"ping_celebrate","loba","revenant","","diag_mp_loba_ping_celebrate_calm_condRevenant",true,false,"",0,0,""
"//ping_totemNeutral   (disabled 19.0)","loba","revenant","","diag_mp_loba_ping_totemNeutral_calmFar_condRevenant",true,false,"",0,0,""
"//ping_totemEnemy   (disabled 19.0)","loba","revenant","","diag_mp_loba_ping_totemEnemy_calmFar_condRevenant",true,false,"",0,0,""
"ping_typeKeyHaveSelf","loba","revenant","","diag_mp_loba_ping_typeKeyHaveSelf_calm_condRevenant",true,false,"",0,0,""
"ping_blackMarketNeutral","loba","revenant","","diag_mp_loba_ping_blackMarketNeutral_calmFar_condRevenant",true,false,"",0,0,""
"ping_dropshipenter","loba","revenant","","diag_mp_loba_ping_dropshipEnter_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"bc_reviveThanks","crypto","mirage","","diag_mp_crypto_bc_reviveThanks_condMirage_%perspective%",true,false,"",0,0,""
"bc_revivingPlayer","crypto","mirage","","diag_mp_crypto_bc_revivingPlayer_condMirage_%perspective%",true,false,"",0,0,""
"bc_iBecomeKillLeader","crypto","mirage","","diag_mp_crypto_bc_iBecomeKillLeader_condMirage_%perspective%",false,false,"",0,0,""
"ping_markerYes","crypto","mirage","","diag_mp_crypto_ping_markerYes_condMirage_calm",false,false,"",0,0,""
"ping_markerWait","crypto","mirage","","diag_mp_crypto_ping_markerWait_condMirage_calm",false,false,"",0,0,""
"ping_markerNo","crypto","mirage","","diag_mp_crypto_ping_markerNo_condMirage_calm",false,false,"",0,0,""
"//ping_thanks   (disabled 19.0)","crypto","loba","","diag_mp_crypto_ping_thanks_condLoba",false,false,"",0,0,""
"//ping_youreWelcome   (disabled 19.0)","crypto","revenant","","diag_mp_crypto_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//ping_thanks   (disabled 13.0)","bangalore","revenant","","diag_mp_bangalore_ping_thanks_condRevenant",true,false,"",0,0,""
"//ping_youreWelcome   (disabled 13.0)","bangalore","revenant","","diag_mp_bangalore_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"//ping_thanks   (disabled 20.0)","bangalore","loba","","diag_mp_bangalore_ping_thanks_condLoba",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//ping_thanks   (disabled post se5)","wraith","loba","","diag_mp_wraith_ping_thanks_calm_condLoba",false,false,"",0,0,""
"//ping_thanks   (disabled post se5)","wraith","crypto","","diag_mp_wraith_ping_thanks_calm_condCrypto",false,false,"",0,0,""
"ping_youreWelcome","wraith","revenant","","diag_mp_wraith_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_revivingPlayer   (disabled post se5)","gibraltar","revenant","","diag_mp_gibraltar_bc_revivingPlayer_condRevenant_%perspective%",true,false,"",0,0,""
"ping_youreWelcome","gibraltar","revenant","","diag_mp_gibraltar_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"ping_youreWelcome","bloodhound","revenant","","diag_mp_bloodhound_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_revivingPlayer  (disabled as of 7.2)","gibraltar","caustic","","diag_mp_gibraltar_bc_revivingPlayer_condCaustic_%perspective%",true,false,"",0,0,""
"//bc_reviveThanks  (disabled as of 7.2)","gibraltar","caustic","","diag_mp_gibraltar_bc_reviveThanks_condCaustic_%perspective%",true,false,"",0,0,""
"//ping_iWillJoin  (disabled as of 7.2)","gibraltar","caustic","","diag_mp_gibraltar_ping_iWillJoin_calm_condCaustic",true,false,"",0,0,""
"//bc_congratsKill  (disabled as of 7.2)","gibraltar","caustic","","diag_mp_gibraltar_bc_congratsKill_condCaustic_%perspective%",true,true,"",0,0,""
"//bc_congratsKill  (CUT for now)","gibraltar","rampart","","diag_mp_gibraltar_bc_congratsKill_condRampart_%perspective%",true,true,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_squadmateBecomesKillLeader (disabled for 7.0)","pathfinder","rampart","","diag_mp_pathfinder_bc_squadmateBecomesKillLeader_condRampart_%perspective%",true,true,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_revivingPlayer (disabled for 7.0)","bloodhound","rampart","","diag_mp_bloodhound_bc_revivingPlayer_condRampart_%perspective%",true,false,"",0,0,""
"//bc_reviveThanks (disabled for 7.0)","bloodhound","rampart","","diag_mp_bloodhound_bc_reviveThanks_condRampart_%perspective%",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_squadmateBecomesKillLeader (removed for 7.0)","mirage","rampart","","diag_mp_mirage_bc_squadmateBecomesKillLeader_condRampart_%perspective%",true,true,"",0,0,""
"bc_twoSquaddiesLeft","mirage","rampart","","diag_mp_mirage_bc_twoSquaddiesLeft_condRampart_%perspective%",true,false,"",0,0,""
"bc_squadTeamWipe","mirage","rampart","","diag_mp_mirage_bc_squadTeamWipe_condRampart_%perspective%",true,false,"",0,0,""
"bc_revivingPlayer","mirage","rampart","","diag_mp_mirage_bc_revivingPlayer_condRampart_%perspective%",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"ping_iWillJoin","mirage","rampart","","diag_mp_mirage_ping_iWillJoin_calm_condRampart",true,false,"",0,0,""
"//ping_thanks (disabled for 17.0)","mirage","rampart","","diag_mp_mirage_ping_thanks_condRampart",true,false,"",0,0,""
"ping_markerYes","mirage","rampart","","diag_mp_mirage_ping_markerYes_calm_condRampart",false,false,"",0,0,""
"ping_markerWait","mirage","rampart","","diag_mp_mirage_ping_markerWait_calm_condRampart",false,false,"",0,0,""
"ping_markerNo","mirage","rampart","","diag_mp_mirage_ping_markerNo_calm_condRampart",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_reviveThanks  (disabled for 8.0)","bangalore","octane","","diag_mp_bangalore_bc_reviveThanks_condOctane_%perspective%",true,false,"",0,0,""
"ping_markerYes","bangalore","loba","","diag_mp_bangalore_ping_markerYes_calm_condLoba",true,false,"",0,0,""
"ping_markerNo","bangalore","loba","","diag_mp_bangalore_ping_markerNo_calm_condLoba",true,false,"",0,0,""
"//ping_youreWelcome (removed for 7.0)","bangalore","rampart","","diag_mp_bangalore_ping_youreWelcome_calm_condRampart",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"bc_revivingPlayer","caustic","crypto","","diag_mp_caustic_bc_revivingPlayer_condCrypto_%perspective%",true,false,"",0,0,""
"bc_reviveThanks","caustic","crypto","","diag_mp_caustic_bc_reviveThanks_condCrypto_%perspective%",true,false,"",0,0,""
"//bc_revivingPlayer  (disabled for 8.0)","caustic","gibraltar","","diag_mp_caustic_bc_revivingPlayer_condGibraltar_%perspective%",true,false,"",0,0,""
"//bc_reviveThanks (removed for 7.0)","caustic","gibraltar","","diag_mp_caustic_bc_reviveThanks_condGibraltar_%perspective%",true,false,"",0,0,""
"//bc_congratsKill (removed for 7.0)","caustic","gibraltar","","diag_mp_caustic_bc_congratsKill_condGibraltar_%perspective%",true,true,"",0,0,""
"ping_thanks","caustic","crypto","","diag_mp_caustic_ping_thanks_condCrypto",true,false,"",0,0,""
"//ping_youreWelcome  (disabled for 8.0)","caustic","crypto","","diag_mp_caustic_ping_youreWelcome_calm_condCrypto",true,false,"",0,0,""
"//ping_thanks (removed for 7.0)","caustic","rampart","","diag_mp_caustic_ping_thanks_condRampart",false,false,"",0,0,""
"//ping_iWillJoin (removed for 7.0)","caustic","gibraltar","","diag_mp_caustic_ping_iWillJoin_calm_condGibraltar",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//ping_turretNeutral (removed for 7.0)","octane","rampart","","diag_mp_octane_ping_turretNeutral_calmFar_condRampart_01_01",false,false,"",0,0,""
"//ping_jumpPad (removed for 7.0)","octane","rampart","","diag_mp_octane_ping_jumpPad_calm_condRampart_01_01",false,false,"",0,0,""
"//bc_revivingPlayer  (disabled for 8.0)","octane","bangalore","","diag_mp_octane_bc_revivingPlayer_condBangalore_%perspective%",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_reviveThanks   (disabled 16.0)","wattson","crypto","","diag_mp_wattson_bc_reviveThanks_condCrypto_%perspective%",true,false,"",0,0,""
"//bc_revivingPlayer   (disabled 16.0)","wattson","crypto","","diag_mp_wattson_bc_revivingPlayer_condCrypto_%perspective%",true,false,"",0,0,""
"bc_reviveThanks","wattson","wraith","","diag_mp_wattson_bc_reviveThanks_condWraith_%perspective%",false,false,"",0,0,""
"//ping_youreWelcome (removed for 7.0)","wattson","wraith","","diag_mp_wattson_ping_youreWelcome_calm_condWraith",false,false,"",0,0,""
"//ping_youreWelcome (removed for 7.0)","wattson","rampart","","diag_mp_wattson_ping_youreWelcome_calm_condRampart",true,false,"",0,0,""
"//ping_youreWelcome  (disabled for 8.0)","wattson","caustic","","diag_mp_wattson_ping_youreWelcome_calm_condCaustic",true,false,"",0,0,""
"//ping_youreWelcome (disabled 21.0)","wattson","crypto","","diag_mp_wattson_ping_youreWelcome_calm_condCrypto",true,false,"",0,0,""
"ping_thanks","wattson","caustic","","diag_mp_wattson_ping_thanks_condCaustic",true,false,"",0,0,""
"//ping_thanks (disabled 21.0)","wattson","crypto","","diag_mp_wattson_ping_thanks_condCrypto",true,false,"",0,0,""
"ping_youreWelcome","wattson","revenant","","diag_mp_wattson_ping_youreWelcome_calm_condRevenant",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_reviveThanks   (disabled 16.0)","crypto","wattson","","diag_mp_crypto_bc_reviveThanks_condWattson_%perspective%",true,false,"",0,0,""
"//bc_revivingPlayer   (disabled 16.0)","crypto","wattson","","diag_mp_crypto_bc_revivingPlayer_condWattson_%perspective%",true,false,"",0,0,""
"bc_reviveThanks","crypto","caustic","","diag_mp_crypto_bc_reviveThanks_condCaustic_%perspective%",true,false,"",0,0,""
"bc_revivingPlayer","crypto","caustic","","diag_mp_crypto_bc_revivingPlayer_condCaustic_%perspective%",true,false,"",0,0,""
"//ping_youreWelcome (disabled 21.0)","crypto","wattson","","diag_mp_crypto_ping_youreWelcome_calm_condWattson",true,false,"",0,0,""
"ping_youreWelcome","crypto","caustic","","diag_mp_crypto_ping_youreWelcome_calm_CondCaustic",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//ping_thanks (removed for 7.0)","revenant","rampart","","diag_mp_revenant_ping_thanks_condRampart",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_reviveThanks (removed for 7.0)","loba","bangalore","","diag_mp_loba_bc_reviveThanks_condBangalore_%perspective%",true,false,"",0,0,""
"//bc_revivingPlayer    (not used 7.0)","loba","caustic","","diag_mp_loba_bc_revivingPlayer_condCaustic_%perspective%",false,false,"",0,0,""
"//ping_blackMarketNeutral (removed for 7.0)","loba","rampart","","diag_mp_loba_ping_blackMarketNeutral_calm_condRampart_01_01",false,false,"",0,0,""
"ping_markerYes","loba","bangalore","","diag_mp_loba_ping_markerYes_calm_condBangalore_01_01",true,false,"",0,0,""
"ping_markerNo","loba","bangalore","","diag_mp_loba_ping_markerNo_calm_condBangalore_01_01",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_squadmateBecomesKillLeader (removed for 7.0)","rampart","mirage","","diag_mp_rampart_bc_squadmateBecomesKillLeader_condMirage_%perspective%",true,true,"",0,0,""
"bc_twoSquaddiesLeft","rampart","mirage","","diag_mp_rampart_bc_twoSquaddiesLeft_condMirage_%perspective%",false,false,"",0,0,""
"bc_imDown","rampart","mirage","","diag_mp_rampart_bc_imDown_condMirage_%perspective%",false,false,"",0,0,""
"bc_revivingPlayer","rampart","mirage","","diag_mp_rampart_bc_revivingPlayer_condMirage_%perspective%",true,false,"",0,0,""
"//bc_congratsKill (removed for 7.0)","rampart","mirage","","diag_mp_rampart_bc_congratsKill_condMirage_%perspective%",false,true,"",0,0,""
"bc_reviveThanks","rampart","mirage","","diag_mp_rampart_bc_reviveThanks_condMirage_%perspective%",true,false,"",0,0,""
"//bc_reviveThanks (removed for 7.0)","rampart","bloodhound","","diag_mp_rampart_bc_reviveThanks_condBloodhound_%perspective%",true,false,"",0,0,""
"//ping_youreWelcome (disabled 17.0)","rampart","mirage","","diag_mp_rampart_ping_youreWelcome_calm_condMirage_01_01",true,false,"",0,0,""
"ping_markerYes","rampart","mirage","","diag_mp_rampart_ping_markerYes_calm_condMirage_01_01",false,false,"",0,0,""
"ping_markerWait","rampart","mirage","","diag_mp_rampart_ping_markerWait_calm_condMirage_01_01",false,false,"",0,0,""
"ping_markerNo","rampart","mirage","","diag_mp_rampart_ping_markerNo_calm_condMirage_01_01",false,false,"",0,0,""
"ping_iWillJoin","rampart","mirage","","diag_mp_rampart_ping_iWillJoin_calm_condMirage_01_01",true,false,"",0,0,""
"//ping_youreWelcome  (removed for 7.0)","rampart","revenant","","diag_mp_rampart_ping_youreWelcome_calm_condRevenant_01_01",false,false,"",0,0,""
"ping_jumpPad","rampart","octane","","diag_mp_rampart_ping_jumpPad_calm_condOctane_01_01",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"bc_squadKill","crypto","mirage","","diag_mp_crypto_bc_squadKill_condMirage_%perspective%",false,true,"",0,0,""
"//bc_revivingPlayer   (disabled 19.1)","octane","lifeline","","diag_mp_octane_bc_revivingPlayer_condLifeline_%perspective%",true,false,"",0,0,""
"//bc_reviveThanks   (disabled 19.1)","lifeline","octane","","diag_mp_lifeline_bc_reviveThanks_condOctane_%perspective%",true,false,"",0,0,""
"//ping_reviveYoureWelcome  (disabled for 9.0)","caustic","wattson","","diag_mp_caustic_ping_reviveYoureWelcome_condWattson",true,false,"",0,0,""
"ping_youreWelcome","caustic","wattson","","diag_mp_caustic_ping_youreWelcome_calm_condWattson",true,false,"",0,0,""
"ping_reviveYoureWelcome","caustic","crypto","","diag_mp_caustic_ping_reviveYoureWelcome_calm_condCrypto",true,false,"",0,0,""
"//ping_thanks (disabled 21.0)","caustic","horizon","","diag_mp_caustic_ping_thanks_condHorizon",true,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"","","","","",false,false,"",0,0,""
"//bc_congratsKill (disabled 11.0)","horizon","mirage","","diag_mp_horizon_bc_congratsKill_condMirage_%perspective%",false,true,"",0,0,""
"//bc_congratsKill  (disabled for 8.0)","mirage","pathfinder","","diag_mp_mirage_bc_congratsKill_condPathfinder_%perspective%",true,true,"",0,0,""
"//bc_congratsKill   (disabled 18.0)","wraith","rampart","","diag_mp_wraith_bc_congratsKill_condRampart_%perspective%",true,true,"",0,0,""
"bc_reviveThanks","horizon","mirage","","diag_mp_horizon_bc_reviveThanks_condMirage_%perspective%",true,false,"",0,0,""
